Review,Sentiment,Tokens,word_count
ive had no trouble accessing the internet downloading ringtones or performing any of the functions,1,"['ive', 'trouble', 'accessing', 'internet', 'downloading', 'ringtones', 'performing', 'function']",8
i can barely ever hear on it and am constantly saying what,0,"['barely', 'ever', 'hear', 'constantly', 'saying']",5
the battery life is highly unacceptable,0,"['battery', 'life', 'highly', 'unacceptable']",4
that company is a joke,0,"['company', 'joke']",2
it does everything the description said it would,1,"['everything', 'description', 'said', 'would']",4
due to this happening on every call i was forced to stop using this headset,0,"['due', 'happening', 'every', 'call', 'forced', 'stop', 'using', 'headset']",8
it works great with a car charger especially if you cannot plug in two adapters at the same time,1,"['work', 'great', 'car', 'charger', 'especially', 'plug', 'two', 'adapter', 'time']",9
verizon tech support walked my through a few procedures none of which worked and i ended up having to do a hard reset wiping out all my data,0,"['verizon', 'tech', 'support', 'walked', 'procedure', 'none', 'worked', 'ended', 'hard', 'reset', 'wiping', 'data']",12
voice quality signal strength dropped calls,0,"['voice', 'quality', 'signal', 'strength', 'dropped', 'call']",6
it plays louder than any other speaker of this size the price is so low that most would think the quality is lacking however its not,1,"['play', 'louder', 'speaker', 'size', 'price', 'low', 'would', 'think', 'quality', 'lacking', 'however']",11
better than expected,1,"['better', 'expected']",2
it feels poorly constructed the menus are difficult to navigate and the buttons are so recessed that it is difficult to push them,0,"['feel', 'poorly', 'constructed', 'menu', 'difficult', 'navigate', 'button', 'recessed', 'difficult', 'push']",10
battery is holding up well,1,"['battery', 'holding', 'well']",3
also difficult to put onid recommend avoiding this product,0,"['also', 'difficult', 'put', 'onid', 'recommend', 'avoiding', 'product']",7
i only used it two days and it wasnt always easy to hear with,0,"['used', 'two', 'day', 'wasnt', 'always', 'easy', 'hear']",7
i got the car charger and not even after a week the charger was brokeni went to plug it in and it started smoking,0,"['got', 'car', 'charger', 'even', 'week', 'charger', 'brokeni', 'went', 'plug', 'started', 'smoking']",11
sprint  terrible customer service,0,"['sprint', 'terrible', 'customer', 'service']",4
linked to my phone without effort,1,"['linked', 'phone', 'without', 'effort']",4
they are so cool,1,['cool'],1
easy to use,1,"['easy', 'use']",2
better than new,1,"['better', 'new']",2
what possesed me to get this junk i have no idea,0,"['possesed', 'get', 'junk', 'idea']",4
piece of trash,0,"['piece', 'trash']",2
a pretty good product,1,"['pretty', 'good', 'product']",3
this is a great phone,1,"['great', 'phone']",2
for the price on amazon it is an excellent product which i would highly recommend,1,"['price', 'amazon', 'excellent', 'product', 'would', 'highly', 'recommend']",7
their research and development division obviously knows what theyre doing,1,"['research', 'development', 'division', 'obviously', 'know', 'theyre']",6
the real killer is the volume and of course it breaking,0,"['real', 'killer', 'volume', 'course', 'breaking']",5
those phones are working just fine now,1,"['phone', 'working', 'fine']",3
i am more than happy with this product,1,"['happy', 'product']",2
poor construction,0,"['poor', 'construction']",2
this is infuriating,0,['infuriating'],1
overall i would recommend this phone over the new walkman,1,"['overall', 'would', 'recommend', 'phone', 'new', 'walkman']",6
sprint charges for this service,0,"['sprint', 'charge', 'service']",3
it is cheap and it feel and look just as cheap,0,"['cheap', 'feel', 'look', 'cheap']",4
it fits my ear well and is comfortable on,1,"['fit', 'ear', 'well', 'comfortable']",4
it doesnt work in europe or asia,0,"['doesnt', 'work', 'europe', 'asia']",4
clipping this to your belt will deffinitely make you feel like 50 cents upandcoming,1,"['clipping', 'belt', 'deffinitely', 'make', 'feel', 'like', '50', 'cent', 'upandcoming']",9
i like design and look of jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear,1,"['like', 'design', 'look', 'jabra', 'behing', 'ear', 'headset', '5020', 'pretty', 'comfortible', 'wear', '24', 'hour', 'day', 'without', 'pain', 'ear']",17
i was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price,1,"['amazed', 'quick', 'arrival', 'two', 'original', 'lg', 'cell', 'phone', 'battery', 'fraction', 'price']",11
the worst phone from samsungcrap this crappy samsung e715 is the worst i have ever seeen,0,"['worst', 'phone', 'samsungcrap', 'crappy', 'samsung', 'e715', 'worst', 'ever', 'seeen']",9
the charger worked for about a week and then completely stopped charging my phone,0,"['charger', 'worked', 'week', 'completely', 'stopped', 'charging', 'phone']",7
poor product,0,"['poor', 'product']",2
however i needed some better instructions,0,"['however', 'needed', 'better', 'instruction']",4
you need two hands to operate the screenthis software interface is decade old and cannot compete with new software designs,0,"['need', 'two', 'hand', 'operate', 'screenthis', 'software', 'interface', 'decade', 'old', 'compete', 'new', 'software', 'design']",13
worked very well paired with a treo 700w and as a skype headset on my pc using a usb bluetooth transceiver,1,"['worked', 'well', 'paired', 'treo', '700w', 'skype', 'headset', 'pc', 'using', 'usb', 'bluetooth', 'transceiver']",12
steer clear of this product and go with the genuine palm replacementr pens which come in a threepack,0,"['steer', 'clear', 'product', 'go', 'genuine', 'palm', 'replacementr', 'pen', 'come', 'threepack']",10
do not buy do not buyit sucks,0,"['buy', 'buyit', 'suck']",3
this is a great product sure beats using your fingers,1,"['great', 'product', 'sure', 'beat', 'using', 'finger']",6
plus i seriously do not believe it is worth its steep price point,0,"['plus', 'seriously', 'believe', 'worth', 'steep', 'price', 'point']",7
all the other cases ive tried normally fall apart after a few months but this one seems to be in for the long haul,1,"['case', 'ive', 'tried', 'normally', 'fall', 'apart', 'month', 'one', 'seems', 'long', 'haul']",11
very dissapointing performance,0,"['dissapointing', 'performance']",2
dont make the same mistake that i did and please dont buy this phone,0,"['dont', 'make', 'mistake', 'please', 'dont', 'buy', 'phone']",7
this phone might well be the worst ive ever had in any brand,0,"['phone', 'might', 'well', 'worst', 'ive', 'ever', 'brand']",7
case was more or less an extra that i originally put on but later discarded because it scratched my ear,0,"['case', 'less', 'extra', 'originally', 'put', 'later', 'discarded', 'scratched', 'ear']",9
i recommend igo to anyone with different brand cell phonesmp3 players in the family,1,"['recommend', 'igo', 'anyone', 'different', 'brand', 'cell', 'phonesmp3', 'player', 'family']",9
dont bother  go to the store,0,"['dont', 'bother', 'go', 'store']",4
i posted more detailed comments under the grey or black phone but i have the fire red and its a great color,1,"['posted', 'detailed', 'comment', 'grey', 'black', 'phone', 'fire', 'red', 'great', 'color']",10
i did not have any problem with this item and would order it again if needed,1,"['problem', 'item', 'would', 'order', 'needed']",5
you get what you pay for i guess,0,"['get', 'pay', 'guess']",3
not only did the software do a great job of this i could also make my own ringtones form my existing cds without an internet connection,1,"['software', 'great', 'job', 'could', 'also', 'make', 'ringtones', 'form', 'existing', 'cd', 'without', 'internet', 'connection']",13
im surprised this is a good quality car charger and theres not much reviews about it,1,"['im', 'surprised', 'good', 'quality', 'car', 'charger', 'there', 'much', 'review']",9
these are fabulous,1,['fabulous'],1
however bt headsets are currently not good for real time games like firstperson shooters since the audio delay messes me up,0,"['however', 'bt', 'headset', 'currently', 'good', 'real', 'time', 'game', 'like', 'firstperson', 'shooter', 'since', 'audio', 'delay', 'mess']",15
i used bitpim a free program you can find on the internetto transfer data to the phonethe price of the cable was excellent,1,"['used', 'bitpim', 'free', 'program', 'find', 'internetto', 'transfer', 'data', 'phonethe', 'price', 'cable', 'excellent']",12
disappointing accessory from a good manufacturer,0,"['disappointing', 'accessory', 'good', 'manufacturer']",4
performed awful  muffled tinny incoming sound and severe echo for those on the other end of the call,0,"['performed', 'awful', 'muffled', 'tinny', 'incoming', 'sound', 'severe', 'echo', 'end', 'call']",10
very windresistant,1,['windresistant'],1
obviously they have a terrible customer service so you get what you pay for,0,"['obviously', 'terrible', 'customer', 'service', 'get', 'pay']",6
they do not last forever but is not overly expensive to replaceeasy to operate and the sound is much better than others i have tried,1,"['last', 'forever', 'overly', 'expensive', 'replaceeasy', 'operate', 'sound', 'much', 'better', 'others', 'tried']",11
i contacted the company and they told me that although the unit was still under warranty if i couldnt produce my receipt i was out of luck,0,"['contacted', 'company', 'told', 'although', 'unit', 'still', 'warranty', 'couldnt', 'produce', 'receipt', 'luck']",11
linksys should have some way to exchange a bad phone for a refurb unit or something,0,"['linksys', 'way', 'exchange', 'bad', 'phone', 'refurb', 'unit', 'something']",8
phone is sturdy as all nokia bar phones are,1,"['phone', 'sturdy', 'nokia', 'bar', 'phone']",5
great phone,1,"['great', 'phone']",2
when i placed my treo into the case not only was it not snug but there was a lot of extra room on the sides,0,"['placed', 'treo', 'case', 'snug', 'lot', 'extra', 'room', 'side']",8
im pleased,1,"['im', 'pleased']",2
battery is terrible,0,"['battery', 'terrible']",2
i found the product to be easy to set up and use,1,"['found', 'product', 'easy', 'set', 'use']",5
the earpiece on this is too large or too heavyit keeps falling out of my ear,0,"['earpiece', 'large', 'heavyit', 'keep', 'falling', 'ear']",6
utter crap sound quality is terrible,0,"['utter', 'crap', 'sound', 'quality', 'terrible']",5
the charger arrived within the promised timeframe but it did not work,0,"['charger', 'arrived', 'within', 'promised', 'timeframe', 'work']",6
no ear loop needed its tiny and the sound is great,1,"['ear', 'loop', 'needed', 'tiny', 'sound', 'great']",6
finally after three or four times the spring of the latch broke and i could not use it any longer on the visor,0,"['finally', 'three', 'four', 'time', 'spring', 'latch', 'broke', 'could', 'use', 'longer', 'visor']",11
the handsfree part works fine but then the car tries to download the address book and the treo rebootsoverall i still rate this device high,1,"['handsfree', 'part', 'work', 'fine', 'car', 'try', 'download', 'address', 'book', 'treo', 'rebootsoverall', 'still', 'rate', 'device', 'high']",15
talk about useless customer service,0,"['talk', 'useless', 'customer', 'service']",4
it felt too light and tinny,0,"['felt', 'light', 'tinny']",3
this does not fit the palm tungsten e2 and it broke the first time i tried to plug it in,0,"['fit', 'palm', 'tungsten', 'e2', 'broke', 'first', 'time', 'tried', 'plug']",9
im happy about this purchase good quality and low price,1,"['im', 'happy', 'purchase', 'good', 'quality', 'low', 'price']",7
i love the look and feel of samsung flipphones,1,"['love', 'look', 'feel', 'samsung', 'flipphones']",5
its welldesigned and very sharp  the blue is a very nice color,1,"['welldesigned', 'sharp', 'blue', 'nice', 'color']",5
does everything it should and more,1,['everything'],1
i could not recommend these more,0,"['could', 'recommend']",2
nice sound,1,"['nice', 'sound']",2
looks good in the picture but this case was a huge disappointment,0,"['look', 'good', 'picture', 'case', 'huge', 'disappointment']",6
